"taxon_name","features","new_names","genus","taxon_annotation"
"OTU_97.45392","OTU9745392","OTU_97.45392|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.45393","OTU9745393","OTU_97.45393|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.45395","OTU9745395","OTU_97.45395|NA",NA,NA
"OTU_97.45396","OTU9745396","OTU_97.45396|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.45398","OTU9745398","OTU_97.45398|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4540","OTU974540","OTU_97.4540|Prevotella","Prevotella","anaerobic"
"OTU_97.45404","OTU9745404","OTU_97.45404|NA",NA,NA
"OTU_97.45409","OTU9745409","OTU_97.45409|NA",NA,NA
"OTU_97.4541","OTU974541","OTU_97.4541|Veillonella","Veillonella","anaerobic"
"OTU_97.45412","OTU9745412","OTU_97.45412|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.45413","OTU9745413","OTU_97.45413|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45414","OTU9745414","OTU_97.45414|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45415","OTU9745415","OTU_97.45415|Actinomyces","Actinomyces","anaerobic"
"OTU_97.45418","OTU9745418","OTU_97.45418|NA",NA,NA
"OTU_97.45419","OTU9745419","OTU_97.45419|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4542","OTU974542","OTU_97.4542|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.45423","OTU9745423","OTU_97.45423|Actinomyces","Actinomyces","anaerobic"
"OTU_97.45424","OTU9745424","OTU_97.45424|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45425","OTU9745425","OTU_97.45425|Veillonella","Veillonella","anaerobic"
"OTU_97.45428","OTU9745428","OTU_97.45428|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45429","OTU9745429","OTU_97.45429|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4543","OTU974543","OTU_97.4543|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.45431","OTU9745431","OTU_97.45431|NA",NA,NA
"OTU_97.45432","OTU9745432","OTU_97.45432|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.45433","OTU9745433","OTU_97.45433|NA",NA,NA
"OTU_97.45434","OTU9745434","OTU_97.45434|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45438","OTU9745438","OTU_97.45438|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.45439","OTU9745439","OTU_97.45439|Oribacterium","Oribacterium","anaerobic"
"OTU_97.45441","OTU9745441","OTU_97.45441|Actinomyces","Actinomyces","anaerobic"
"OTU_97.45443","OTU9745443","OTU_97.45443|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45444","OTU9745444","OTU_97.45444|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45445","OTU9745445","OTU_97.45445|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.45447","OTU9745447","OTU_97.45447|Neisseria","Neisseria","aerobic"
"OTU_97.45448","OTU9745448","OTU_97.45448|NA",NA,NA
"OTU_97.45455","OTU9745455","OTU_97.45455|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4549","OTU974549","OTU_97.4549|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4550","OTU974550","OTU_97.4550|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4551","OTU974551","OTU_97.4551|Lautropia","Lautropia","aerobic"
"OTU_97.4559","OTU974559","OTU_97.4559|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.456","OTU97456","OTU_97.456|NA",NA,NA
"OTU_97.4563","OTU974563","OTU_97.4563|Treponema","Treponema","anaerobic"
"OTU_97.4565","OTU974565","OTU_97.4565|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4568","OTU974568","OTU_97.4568|Prevotella","Prevotella","anaerobic"
"OTU_97.4569","OTU974569","OTU_97.4569|Lautropia","Lautropia","aerobic"
"OTU_97.4572","OTU974572","OTU_97.4572|Prevotella","Prevotella","anaerobic"
"OTU_97.4573","OTU974573","OTU_97.4573|Veillonella","Veillonella","anaerobic"
"OTU_97.4574","OTU974574","OTU_97.4574|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4575","OTU974575","OTU_97.4575|NA",NA,NA
"OTU_97.4576","OTU974576","OTU_97.4576|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.458","OTU97458","OTU_97.458|NA",NA,NA
"OTU_97.4580","OTU974580","OTU_97.4580|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.4582","OTU974582","OTU_97.4582|Granulicatella","Granulicatella","anaerobic"
"OTU_97.4585","OTU974585","OTU_97.4585|Gemella","Gemella","facultative_anaerobic"
"OTU_97.4588","OTU974588","OTU_97.4588|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4593","OTU974593","OTU_97.4593|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.4594","OTU974594","OTU_97.4594|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4595","OTU974595","OTU_97.4595|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4598","OTU974598","OTU_97.4598|Prevotella","Prevotella","anaerobic"
"OTU_97.46","OTU9746","OTU_97.46|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4601","OTU974601","OTU_97.4601|NA",NA,NA
"OTU_97.4603","OTU974603","OTU_97.4603|NA",NA,NA
"OTU_97.4604","OTU974604","OTU_97.4604|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4607","OTU974607","OTU_97.4607|NA",NA,NA
"OTU_97.4608","OTU974608","OTU_97.4608|Filifactor","Filifactor","anaerobic"
"OTU_97.4612","OTU974612","OTU_97.4612|NA",NA,NA
"OTU_97.4616","OTU974616","OTU_97.4616|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4617","OTU974617","OTU_97.4617|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4618","OTU974618","OTU_97.4618|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4620","OTU974620","OTU_97.4620|NA",NA,NA
"OTU_97.4624","OTU974624","OTU_97.4624|NA",NA,NA
"OTU_97.4627","OTU974627","OTU_97.4627|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.463","OTU97463","OTU_97.463|Collinsella","Collinsella","anaerobic"
"OTU_97.4632","OTU974632","OTU_97.4632|Bacteroides","Bacteroides","anaerobic"
"OTU_97.4633","OTU974633","OTU_97.4633|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.4634","OTU974634","OTU_97.4634|NA",NA,NA
"OTU_97.4635","OTU974635","OTU_97.4635|Granulicatella","Granulicatella","anaerobic"
"OTU_97.4637","OTU974637","OTU_97.4637|Prevotella","Prevotella","anaerobic"
"OTU_97.4638","OTU974638","OTU_97.4638|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4642","OTU974642","OTU_97.4642|Prevotella","Prevotella","anaerobic"
"OTU_97.4644","OTU974644","OTU_97.4644|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4649","OTU974649","OTU_97.4649|Lautropia","Lautropia","aerobic"
"OTU_97.4651","OTU974651","OTU_97.4651|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4652","OTU974652","OTU_97.4652|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4653","OTU974653","OTU_97.4653|Prevotella","Prevotella","anaerobic"
"OTU_97.4654","OTU974654","OTU_97.4654|Neisseria","Neisseria","aerobic"
"OTU_97.4657","OTU974657","OTU_97.4657|NA",NA,NA
"OTU_97.4661","OTU974661","OTU_97.4661|NA",NA,NA
"OTU_97.4664","OTU974664","OTU_97.4664|NA",NA,NA
"OTU_97.4668","OTU974668","OTU_97.4668|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.4669","OTU974669","OTU_97.4669|Eikenella","Eikenella","anaerobic"
"OTU_97.467","OTU97467","OTU_97.467|Mycoplasma","Mycoplasma","facultative_anaerobic"
"OTU_97.4674","OTU974674","OTU_97.4674|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4675","OTU974675","OTU_97.4675|Prevotella","Prevotella","anaerobic"
"OTU_97.4676","OTU974676","OTU_97.4676|Neisseria","Neisseria","aerobic"
"OTU_97.4679","OTU974679","OTU_97.4679|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.468","OTU97468","OTU_97.468|NA",NA,NA
"OTU_97.4683","OTU974683","OTU_97.4683|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4685","OTU974685","OTU_97.4685|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4687","OTU974687","OTU_97.4687|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4688","OTU974688","OTU_97.4688|NA",NA,NA
"OTU_97.469","OTU97469","OTU_97.469|NA",NA,NA
"OTU_97.4693","OTU974693","OTU_97.4693|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4694","OTU974694","OTU_97.4694|Prevotella","Prevotella","anaerobic"
"OTU_97.4695","OTU974695","OTU_97.4695|NA",NA,NA
"OTU_97.4696","OTU974696","OTU_97.4696|Prevotella","Prevotella","anaerobic"
"OTU_97.4699","OTU974699","OTU_97.4699|NA",NA,NA
"OTU_97.47","OTU9747","OTU_97.47|Granulicatella","Granulicatella","anaerobic"
"OTU_97.470","OTU97470","OTU_97.470|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4701","OTU974701","OTU_97.4701|NA",NA,NA
"OTU_97.4703","OTU974703","OTU_97.4703|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4707","OTU974707","OTU_97.4707|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4709","OTU974709","OTU_97.4709|NA",NA,NA
"OTU_97.4713","OTU974713","OTU_97.4713|Neisseria","Neisseria","aerobic"
"OTU_97.4717","OTU974717","OTU_97.4717|Prevotella","Prevotella","anaerobic"
"OTU_97.472","OTU97472","OTU_97.472|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4720","OTU974720","OTU_97.4720|Prevotella","Prevotella","anaerobic"
"OTU_97.4721","OTU974721","OTU_97.4721|Veillonella","Veillonella","anaerobic"
"OTU_97.4723","OTU974723","OTU_97.4723|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4724","OTU974724","OTU_97.4724|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.473","OTU97473","OTU_97.473|Neisseria","Neisseria","aerobic"
"OTU_97.4730","OTU974730","OTU_97.4730|Prevotella","Prevotella","anaerobic"
"OTU_97.4732","OTU974732","OTU_97.4732|Granulicatella","Granulicatella","anaerobic"
"OTU_97.4735","OTU974735","OTU_97.4735|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4736","OTU974736","OTU_97.4736|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4737","OTU974737","OTU_97.4737|NA",NA,NA
"OTU_97.4738","OTU974738","OTU_97.4738|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.474","OTU97474","OTU_97.474|NA",NA,NA
"OTU_97.4740","OTU974740","OTU_97.4740|Veillonella","Veillonella","anaerobic"
"OTU_97.4744","OTU974744","OTU_97.4744|Dialister","Dialister","anaerobic"
"OTU_97.4746","OTU974746","OTU_97.4746|Abiotrophia","Abiotrophia","facultative_anaerobic"
"OTU_97.4747","OTU974747","OTU_97.4747|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4749","OTU974749","OTU_97.4749|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.475","OTU97475","OTU_97.475|Bacillus","Bacillus","aerobic"
"OTU_97.4752","OTU974752","OTU_97.4752|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4753","OTU974753","OTU_97.4753|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4754","OTU974754","OTU_97.4754|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4755","OTU974755","OTU_97.4755|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4756","OTU974756","OTU_97.4756|Neisseria","Neisseria","aerobic"
"OTU_97.4757","OTU974757","OTU_97.4757|Filifactor","Filifactor","anaerobic"
"OTU_97.4758","OTU974758","OTU_97.4758|NA",NA,NA
"OTU_97.4759","OTU974759","OTU_97.4759|Treponema","Treponema","anaerobic"
"OTU_97.4760","OTU974760","OTU_97.4760|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4761","OTU974761","OTU_97.4761|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4763","OTU974763","OTU_97.4763|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4764","OTU974764","OTU_97.4764|Rothia","Rothia","facultative_anaerobic"
"OTU_97.4766","OTU974766","OTU_97.4766|Selenomonas","Selenomonas","anaerobic"
"OTU_97.4767","OTU974767","OTU_97.4767|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4769","OTU974769","OTU_97.4769|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4771","OTU974771","OTU_97.4771|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4772","OTU974772","OTU_97.4772|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4773","OTU974773","OTU_97.4773|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4776","OTU974776","OTU_97.4776|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.4777","OTU974777","OTU_97.4777|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4778","OTU974778","OTU_97.4778|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4779","OTU974779","OTU_97.4779|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4781","OTU974781","OTU_97.4781|Prevotella","Prevotella","anaerobic"
"OTU_97.4784","OTU974784","OTU_97.4784|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4785","OTU974785","OTU_97.4785|NA",NA,NA
"OTU_97.4787","OTU974787","OTU_97.4787|Prevotella","Prevotella","anaerobic"
"OTU_97.479","OTU97479","OTU_97.479|NA",NA,NA
"OTU_97.4790","OTU974790","OTU_97.4790|Bacteroides","Bacteroides","anaerobic"
"OTU_97.4792","OTU974792","OTU_97.4792|Prevotella","Prevotella","anaerobic"
"OTU_97.4793","OTU974793","OTU_97.4793|Rothia","Rothia","facultative_anaerobic"
"OTU_97.4795","OTU974795","OTU_97.4795|Prevotella","Prevotella","anaerobic"
"OTU_97.48","OTU9748","OTU_97.48|Oribacterium","Oribacterium","anaerobic"
"OTU_97.480","OTU97480","OTU_97.480|NA",NA,NA
"OTU_97.4800","OTU974800","OTU_97.4800|Prevotella","Prevotella","anaerobic"
"OTU_97.4803","OTU974803","OTU_97.4803|NA",NA,NA
"OTU_97.4805","OTU974805","OTU_97.4805|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4806","OTU974806","OTU_97.4806|Lautropia","Lautropia","aerobic"
"OTU_97.4807","OTU974807","OTU_97.4807|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4808","OTU974808","OTU_97.4808|Lautropia","Lautropia","aerobic"
"OTU_97.4811","OTU974811","OTU_97.4811|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4818","OTU974818","OTU_97.4818|Neisseria","Neisseria","aerobic"
"OTU_97.482","OTU97482","OTU_97.482|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4822","OTU974822","OTU_97.4822|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4826","OTU974826","OTU_97.4826|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4829","OTU974829","OTU_97.4829|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.483","OTU97483","OTU_97.483|Prevotella","Prevotella","anaerobic"
"OTU_97.4830","OTU974830","OTU_97.4830|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4836","OTU974836","OTU_97.4836|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.4837","OTU974837","OTU_97.4837|NA",NA,NA
"OTU_97.484","OTU97484","OTU_97.484|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4843","OTU974843","OTU_97.4843|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4844","OTU974844","OTU_97.4844|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4845","OTU974845","OTU_97.4845|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.485","OTU97485","OTU_97.485|Bulleidia","Bulleidia","anaerobic"
"OTU_97.4850","OTU974850","OTU_97.4850|Delftia","Delftia",NA
"OTU_97.4852","OTU974852","OTU_97.4852|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4853","OTU974853","OTU_97.4853|Propionibacterium","Propionibacterium","anaerobic"
"OTU_97.4854","OTU974854","OTU_97.4854|Prevotella","Prevotella","anaerobic"
"OTU_97.4857","OTU974857","OTU_97.4857|Treponema","Treponema","anaerobic"
"OTU_97.4859","OTU974859","OTU_97.4859|Treponema","Treponema","anaerobic"
"OTU_97.486","OTU97486","OTU_97.486|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4861","OTU974861","OTU_97.4861|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4862","OTU974862","OTU_97.4862|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4864","OTU974864","OTU_97.4864|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4866","OTU974866","OTU_97.4866|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4869","OTU974869","OTU_97.4869|Neisseria","Neisseria","aerobic"
"OTU_97.487","OTU97487","OTU_97.487|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.4871","OTU974871","OTU_97.4871|Moryella","Moryella",NA
"OTU_97.4872","OTU974872","OTU_97.4872|Prevotella","Prevotella","anaerobic"
"OTU_97.4874","OTU974874","OTU_97.4874|NA",NA,NA
"OTU_97.4875","OTU974875","OTU_97.4875|NA",NA,NA
"OTU_97.4876","OTU974876","OTU_97.4876|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4877","OTU974877","OTU_97.4877|Actinomyces","Actinomyces","anaerobic"
"OTU_97.488","OTU97488","OTU_97.488|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4881","OTU974881","OTU_97.4881|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4882","OTU974882","OTU_97.4882|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4884","OTU974884","OTU_97.4884|Bacteroides","Bacteroides","anaerobic"
"OTU_97.489","OTU97489","OTU_97.489|Treponema","Treponema","anaerobic"
"OTU_97.4891","OTU974891","OTU_97.4891|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4896","OTU974896","OTU_97.4896|NA",NA,NA
"OTU_97.4898","OTU974898","OTU_97.4898|Dialister","Dialister","anaerobic"
"OTU_97.4899","OTU974899","OTU_97.4899|Prevotella","Prevotella","anaerobic"
"OTU_97.49","OTU9749","OTU_97.49|Actinomyces","Actinomyces","anaerobic"
"OTU_97.490","OTU97490","OTU_97.490|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4900","OTU974900","OTU_97.4900|Neisseria","Neisseria","aerobic"
"OTU_97.4901","OTU974901","OTU_97.4901|Neisseria","Neisseria","aerobic"
"OTU_97.4904","OTU974904","OTU_97.4904|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4908","OTU974908","OTU_97.4908|NA",NA,NA
"OTU_97.4910","OTU974910","OTU_97.4910|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4913","OTU974913","OTU_97.4913|Kingella","Kingella","aerobic"
"OTU_97.4918","OTU974918","OTU_97.4918|Bacteroides","Bacteroides","anaerobic"
"OTU_97.492","OTU97492","OTU_97.492|Neisseria","Neisseria","aerobic"
"OTU_97.4920","OTU974920","OTU_97.4920|Oribacterium","Oribacterium","anaerobic"
"OTU_97.4921","OTU974921","OTU_97.4921|NA",NA,NA
"OTU_97.4925","OTU974925","OTU_97.4925|Campylobacter","Campylobacter","facultative_anaerobic"
"OTU_97.4929","OTU974929","OTU_97.4929|NA",NA,NA
"OTU_97.4930","OTU974930","OTU_97.4930|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4933","OTU974933","OTU_97.4933|NA",NA,NA
"OTU_97.4935","OTU974935","OTU_97.4935|Neisseria","Neisseria","aerobic"
"OTU_97.4937","OTU974937","OTU_97.4937|NA",NA,NA
"OTU_97.4938","OTU974938","OTU_97.4938|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.494","OTU97494","OTU_97.494|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.4947","OTU974947","OTU_97.4947|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4951","OTU974951","OTU_97.4951|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4952","OTU974952","OTU_97.4952|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.4953","OTU974953","OTU_97.4953|Prevotella","Prevotella","anaerobic"
"OTU_97.4956","OTU974956","OTU_97.4956|Clostridium","Clostridium",NA
"OTU_97.4964","OTU974964","OTU_97.4964|Actinomyces","Actinomyces","anaerobic"
"OTU_97.4967","OTU974967","OTU_97.4967|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4968","OTU974968","OTU_97.4968|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4969","OTU974969","OTU_97.4969|Prevotella","Prevotella","anaerobic"
"OTU_97.497","OTU97497","OTU_97.497|NA",NA,NA
"OTU_97.4971","OTU974971","OTU_97.4971|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.4972","OTU974972","OTU_97.4972|Gemella","Gemella","facultative_anaerobic"
"OTU_97.498","OTU97498","OTU_97.498|NA",NA,NA
"OTU_97.4984","OTU974984","OTU_97.4984|Corynebacterium","Corynebacterium","aerobic"
"OTU_97.4988","OTU974988","OTU_97.4988|NA",NA,NA
"OTU_97.4989","OTU974989","OTU_97.4989|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.4992","OTU974992","OTU_97.4992|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.4994","OTU974994","OTU_97.4994|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.4997","OTU974997","OTU_97.4997|Prevotella","Prevotella","anaerobic"
"OTU_97.4999","OTU974999","OTU_97.4999|NA",NA,NA
"OTU_97.5","OTU975","OTU_97.5|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.50","OTU9750","OTU_97.50|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.5000","OTU975000","OTU_97.5000|Prevotella","Prevotella","anaerobic"
"OTU_97.5002","OTU975002","OTU_97.5002|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.5005","OTU975005","OTU_97.5005|Prevotella","Prevotella","anaerobic"
"OTU_97.5008","OTU975008","OTU_97.5008|Kingella","Kingella","aerobic"
"OTU_97.5009","OTU975009","OTU_97.5009|Treponema","Treponema","anaerobic"
"OTU_97.5010","OTU975010","OTU_97.5010|Prevotella","Prevotella","anaerobic"
"OTU_97.5011","OTU975011","OTU_97.5011|Selenomonas","Selenomonas","anaerobic"
"OTU_97.5012","OTU975012","OTU_97.5012|Kingella","Kingella","aerobic"
"OTU_97.5014","OTU975014","OTU_97.5014|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.5017","OTU975017","OTU_97.5017|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.5020","OTU975020","OTU_97.5020|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.5022","OTU975022","OTU_97.5022|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.5027","OTU975027","OTU_97.5027|NA",NA,NA
"OTU_97.5028","OTU975028","OTU_97.5028|Bacteroides","Bacteroides","anaerobic"
"OTU_97.5029","OTU975029","OTU_97.5029|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.5031","OTU975031","OTU_97.5031|Rothia","Rothia","facultative_anaerobic"
"OTU_97.5033","OTU975033","OTU_97.5033|Moryella","Moryella",NA
"OTU_97.5035","OTU975035","OTU_97.5035|Haemophilus","Haemophilus","facultative_anaerobic"
"OTU_97.5037","OTU975037","OTU_97.5037|NA",NA,NA
"OTU_97.5038","OTU975038","OTU_97.5038|NA",NA,NA
"OTU_97.504","OTU97504","OTU_97.504|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.5040","OTU975040","OTU_97.5040|Selenomonas","Selenomonas","anaerobic"
"OTU_97.5046","OTU975046","OTU_97.5046|NA",NA,NA
"OTU_97.5047","OTU975047","OTU_97.5047|Veillonella","Veillonella","anaerobic"
"OTU_97.5048","OTU975048","OTU_97.5048|Prevotella","Prevotella","anaerobic"
"OTU_97.5049","OTU975049","OTU_97.5049|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.505","OTU97505","OTU_97.505|Fusobacterium","Fusobacterium","anaerobic"
"OTU_97.5050","OTU975050","OTU_97.5050|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.5053","OTU975053","OTU_97.5053|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.5056","OTU975056","OTU_97.5056|Treponema","Treponema","anaerobic"
"OTU_97.5060","OTU975060","OTU_97.5060|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.5066","OTU975066","OTU_97.5066|NA",NA,NA
"OTU_97.5068","OTU975068","OTU_97.5068|Actinomyces","Actinomyces","anaerobic"
"OTU_97.5069","OTU975069","OTU_97.5069|NA",NA,NA
"OTU_97.5070","OTU975070","OTU_97.5070|Rothia","Rothia","facultative_anaerobic"
"OTU_97.5074","OTU975074","OTU_97.5074|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.5075","OTU975075","OTU_97.5075|Actinobacillus","Actinobacillus","aerobic"
"OTU_97.5076","OTU975076","OTU_97.5076|Bacteroides","Bacteroides","anaerobic"
"OTU_97.5077","OTU975077","OTU_97.5077|Oribacterium","Oribacterium","anaerobic"
"OTU_97.5079","OTU975079","OTU_97.5079|Aggregatibacter","Aggregatibacter","facultative_anaerobic"
"OTU_97.508","OTU97508","OTU_97.508|Alicyclobacillus","Alicyclobacillus",NA
"OTU_97.5082","OTU975082","OTU_97.5082|Treponema","Treponema","anaerobic"
"OTU_97.5089","OTU975089","OTU_97.5089|Atopobium","Atopobium","facultative_anaerobic"
"OTU_97.509","OTU97509","OTU_97.509|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.5090","OTU975090","OTU_97.5090|Capnocytophaga","Capnocytophaga","facultative_anaerobic"
"OTU_97.5092","OTU975092","OTU_97.5092|Leptotrichia","Leptotrichia","anaerobic"
"OTU_97.5095","OTU975095","OTU_97.5095|NA",NA,NA
"OTU_97.5096","OTU975096","OTU_97.5096|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.5098","OTU975098","OTU_97.5098|Porphyromonas","Porphyromonas","anaerobic"
"OTU_97.5099","OTU975099","OTU_97.5099|Streptococcus","Streptococcus","facultative_anaerobic"
"OTU_97.51","OTU9751","OTU_97.51|Faecalibacterium","Faecalibacterium",NA
"OTU_97.510","OTU97510","OTU_97.510|NA",NA,NA
"OTU_97.5102","OTU975102","OTU_97.5102|Selenomonas","Selenomonas","anaerobic"
"OTU_97.5104","OTU975104","OTU_97.5104|Veillonella","Veillonella","anaerobic"
"OTU_97.5105","OTU975105","OTU_97.5105|Prevotella","Prevotella","anaerobic"
"OTU_97.5110","OTU975110","OTU_97.5110|NA",NA,NA
