"taxon_name","features","new_names","most_specific_taxa","taxon_annotation","full_taxa"
"OTU_97.5564","OTU975564","OTU_97.5564|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5566","OTU975566","OTU_97.5566|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.5567","OTU975567","OTU_97.5567|s__Bacteria","s__Bacteria",NA,"k__Bacteria|p__NA|c__NA|o__NA|f__NA|g__NA"
"OTU_97.5568","OTU975568","OTU_97.5568|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.557","OTU97557","OTU_97.557|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5570","OTU975570","OTU_97.5570|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.5571","OTU975571","OTU_97.5571|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5573","OTU975573","OTU_97.5573|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.558","OTU97558","OTU_97.558|g__Sphingobium","g__Sphingobium",NA,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium"
"OTU_97.5580","OTU975580","OTU_97.5580|f__Clostridiales Family XI. Incertae Sedis","f__Clostridiales Family XI. Incertae Sedis",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XI|g__ Incertae Sedis|s__NA"
"OTU_97.5583","OTU975583","OTU_97.5583|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5586","OTU975586","OTU_97.5586|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5587","OTU975587","OTU_97.5587|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.559","OTU97559","OTU_97.559|g__Treponema","g__Treponema","anaerobic","k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema"
"OTU_97.5594","OTU975594","OTU_97.5594|f__Actinomycetaceae","f__Actinomycetaceae",NA,"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__NA"
"OTU_97.56","OTU9756","OTU_97.56|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.560","OTU97560","OTU_97.560|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.5603","OTU975603","OTU_97.5603|g__Propionibacterium","g__Propionibacterium","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium"
"OTU_97.5605","OTU975605","OTU_97.5605|g__Granulicatella","g__Granulicatella","anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"
"OTU_97.5606","OTU975606","OTU_97.5606|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5611","OTU975611","OTU_97.5611|o__Clostridiales","o__Clostridiales",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__NA|g__NA"
"OTU_97.5612","OTU975612","OTU_97.5612|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5613","OTU975613","OTU_97.5613|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5618","OTU975618","OTU_97.5618|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5619","OTU975619","OTU_97.5619|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5621","OTU975621","OTU_97.5621|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5623","OTU975623","OTU_97.5623|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.5627","OTU975627","OTU_97.5627|g__Kingella","g__Kingella","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella"
"OTU_97.5628","OTU975628","OTU_97.5628|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5629","OTU975629","OTU_97.5629|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.563","OTU97563","OTU_97.563|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.5631","OTU975631","OTU_97.5631|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5634","OTU975634","OTU_97.5634|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5636","OTU975636","OTU_97.5636|g__Dialister","g__Dialister","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Dialister"
"OTU_97.564","OTU97564","OTU_97.564|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.5642","OTU975642","OTU_97.5642|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5646","OTU975646","OTU_97.5646|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5647","OTU975647","OTU_97.5647|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5649","OTU975649","OTU_97.5649|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5651","OTU975651","OTU_97.5651|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5652","OTU975652","OTU_97.5652|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.5653","OTU975653","OTU_97.5653|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5654","OTU975654","OTU_97.5654|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5657","OTU975657","OTU_97.5657|g__Filifactor","g__Filifactor","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Filifactor"
"OTU_97.5661","OTU975661","OTU_97.5661|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.5663","OTU975663","OTU_97.5663|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5664","OTU975664","OTU_97.5664|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5667","OTU975667","OTU_97.5667|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5671","OTU975671","OTU_97.5671|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5676","OTU975676","OTU_97.5676|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5679","OTU975679","OTU_97.5679|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.568","OTU97568","OTU_97.568|g__Holdemania","g__Holdemania",NA,"k__Bacteria|p__Tenericutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania"
"OTU_97.5681","OTU975681","OTU_97.5681|g__Brevundimonas","g__Brevundimonas",NA,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas"
"OTU_97.5682","OTU975682","OTU_97.5682|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5683","OTU975683","OTU_97.5683|g__Actinomyces","g__Actinomyces","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces"
"OTU_97.5684","OTU975684","OTU_97.5684|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.5685","OTU975685","OTU_97.5685|g__Eikenella","g__Eikenella","anaerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella"
"OTU_97.5686","OTU975686","OTU_97.5686|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.569","OTU97569","OTU_97.569|g__Eubacterium","g__Eubacterium",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium"
"OTU_97.5692","OTU975692","OTU_97.5692|g__Veillonella","g__Veillonella","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Veillonella"
"OTU_97.5695","OTU975695","OTU_97.5695|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.5696","OTU975696","OTU_97.5696|g__Propionibacterium","g__Propionibacterium","anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium"
"OTU_97.5697","OTU975697","OTU_97.5697|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5698","OTU975698","OTU_97.5698|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.57","OTU9757","OTU_97.57|f__Flavobacteriaceae","f__Flavobacteriaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__NA"
"OTU_97.5701","OTU975701","OTU_97.5701|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5706","OTU975706","OTU_97.5706|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5708","OTU975708","OTU_97.5708|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5709","OTU975709","OTU_97.5709|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.571","OTU97571","OTU_97.571|p__SR1","p__SR1",NA,"k__Bacteria|p__SR1|c__NA|o__NA|f__NA|g__NA"
"OTU_97.5711","OTU975711","OTU_97.5711|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5712","OTU975712","OTU_97.5712|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.5714","OTU975714","OTU_97.5714|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5719","OTU975719","OTU_97.5719|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.572","OTU97572","OTU_97.572|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5721","OTU975721","OTU_97.5721|g__Lautropia","g__Lautropia","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"
"OTU_97.5724","OTU975724","OTU_97.5724|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5725","OTU975725","OTU_97.5725|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5728","OTU975728","OTU_97.5728|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5729","OTU975729","OTU_97.5729|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.573","OTU97573","OTU_97.573|g__Bifidobacterium","g__Bifidobacterium","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"
"OTU_97.5730","OTU975730","OTU_97.5730|g__Porphyromonas","g__Porphyromonas","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas"
"OTU_97.5732","OTU975732","OTU_97.5732|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5734","OTU975734","OTU_97.5734|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5735","OTU975735","OTU_97.5735|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5736","OTU975736","OTU_97.5736|g__Aggregatibacter","g__Aggregatibacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"
"OTU_97.5737","OTU975737","OTU_97.5737|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5741","OTU975741","OTU_97.5741|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5742","OTU975742","OTU_97.5742|f__Neisseriaceae","f__Neisseriaceae",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__NA"
"OTU_97.5743","OTU975743","OTU_97.5743|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.5745","OTU975745","OTU_97.5745|o__Clostridiales","o__Clostridiales",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__NA|g__NA"
"OTU_97.5747","OTU975747","OTU_97.5747|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.575","OTU97575","OTU_97.575|g__Agrobacterium","g__Agrobacterium",NA,"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium"
"OTU_97.5750","OTU975750","OTU_97.5750|g__Actinobacillus","g__Actinobacillus","aerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus"
"OTU_97.5752","OTU975752","OTU_97.5752|g__Kingella","g__Kingella","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella"
"OTU_97.5755","OTU975755","OTU_97.5755|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5757","OTU975757","OTU_97.5757|g__Haemophilus","g__Haemophilus","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"
"OTU_97.576","OTU97576","OTU_97.576|g__Neisseria","g__Neisseria","aerobic","k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"
"OTU_97.5763","OTU975763","OTU_97.5763|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.5767","OTU975767","OTU_97.5767|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5768","OTU975768","OTU_97.5768|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5772","OTU975772","OTU_97.5772|g__Leptotrichia","g__Leptotrichia","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Leptotrichia"
"OTU_97.5773","OTU975773","OTU_97.5773|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5774","OTU975774","OTU_97.5774|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.5779","OTU975779","OTU_97.5779|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.5780","OTU975780","OTU_97.5780|f__Pasteurellaceae","f__Pasteurellaceae",NA,"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__NA"
"OTU_97.5782","OTU975782","OTU_97.5782|g__Fusobacterium","g__Fusobacterium","anaerobic","k__Bacteria|p__Fusobacteria|c__Fusobacteria|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"
"OTU_97.5783","OTU975783","OTU_97.5783|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.579","OTU97579","OTU_97.579|f__Veillonellaceae","f__Veillonellaceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__NA"
"OTU_97.5794","OTU975794","OTU_97.5794|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5795","OTU975795","OTU_97.5795|g__Campylobacter","g__Campylobacter","facultative_anaerobic","k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"
"OTU_97.5796","OTU975796","OTU_97.5796|g__Blautia","g__Blautia","anaerobic","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia"
"OTU_97.58","OTU9758","OTU_97.58|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5805","OTU975805","OTU_97.5805|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5806","OTU975806","OTU_97.5806|f__Lachnospiraceae","f__Lachnospiraceae",NA,"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__NA"
"OTU_97.581","OTU97581","OTU_97.581|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.5811","OTU975811","OTU_97.5811|g__Gemella","g__Gemella","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella"
"OTU_97.5812","OTU975812","OTU_97.5812|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5813","OTU975813","OTU_97.5813|g__Corynebacterium","g__Corynebacterium","aerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium"
"OTU_97.5817","OTU975817","OTU_97.5817|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
"OTU_97.582","OTU97582","OTU_97.582|g__Streptococcus","g__Streptococcus","facultative_anaerobic","k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"
"OTU_97.5821","OTU975821","OTU_97.5821|o__Burkholderiales","o__Burkholderiales",NA,"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__NA|g__NA"
"OTU_97.5823","OTU975823","OTU_97.5823|g__Rothia","g__Rothia","facultative_anaerobic","k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia"
"OTU_97.5832","OTU975832","OTU_97.5832|f__Flavobacteriaceae","f__Flavobacteriaceae",NA,"k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__NA"
"OTU_97.5834","OTU975834","OTU_97.5834|g__Capnocytophaga","g__Capnocytophaga","facultative_anaerobic","k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"
"OTU_97.5839","OTU975839","OTU_97.5839|g__Prevotella","g__Prevotella","anaerobic","k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"
